Date,Location,Deaths,Injuries,Total,Description
6/9/2022,"Byhalia, Mississippi",0,0,0,A minor was arrested after firing a gun at Byhalia High School.[591]
8/3/2022,"Oakland, California",0,3,3,"At Oakland Tech High School, three people were shot, including a 6-year-old girl.[592]"
8/19/2022,"Clarksville, Tennessee",0,0,0,A teenager fired multiple gunshots during a football game at West Creek High School. Three people were arrested in connection with the incident.[593]
8/19/2022,"Groveport, Ohio",0,0,0,A man fired six shots during a fight at a football game at Groveport Madison High School. No injuries were reported.[594]
8/25/2022,"Bismarck, North Dakota",0,0,0,"A man fired multiple gunshots on the campus of United Tribes Technical College. Two people, brothers, were charged in connection with the shooting.[595]"
8/29/2022,"Oakland, California",0,1,1,"At Madison Park Academy, police responded to a report about a shooting, a 13-year-old boy was shot and a 12-year-old boy fled after the shooting but was quickly arrested and charged with assault with a firearm and other weapons charges. Police say the victim was not the intended target.[596][597][598]"
9/3/2022,"Dover, Delaware",0,4,4,"A non-student shot four people near basketball courts on the Delaware State University campus, including two students.[599]"
9/20/2022,"South Bend, Indiana",0,0,0,A juvenile suspect was detained after a shot was fired on board a Jackson Middle School school bus.[600][601]
9/24/2022,"Richfield, Minnesota",0,2,2,Two people were shot following a fight near a Richfield High School football game. Two juveniles were arrested in connection with the shooting.[602]
9/27/2022,"Philadelphia, Pennsylvania",1,4,5,"Following a football scrimmage at Roxborough High School two shooters fired at a group of football players from a car, killing a 14-year-old boy and wounding four others.[603]"
9/28/2022,"Oakland, California",1,5,6,"2022 Oakland school shooting: Six adults were wounded in a shooting at a Rudsdale Newcomer High School, in a block of East Oakland that houses four schools. One victim died of his injuries in November 2022.[604]"
9/30/2022,"Newburgh, New York",0,3,3,Three people were shot in the parking lot of Newburgh Free Academy following a football game.[605]
9/30/2022,"Tulsa, Oklahoma",1,3,4,"Four people were shot, one fatally, near the tennis courts of McLain High School during a homecoming game.[606][607]"
10/5/2022,"Tucson, Arizona",1,0,1,"Professor Thomas Meixner, the department head of Hydrology and Atmospheric Sciences at the University of Arizona, was shot and killed on campus. A former student was arrested in connection with the shooting.[608]"
10/7/2022,"Toledo, Ohio",0,3,3,Three people were shot outside a football game at Whitmer High School.[609]
10/8/2022,"Baltimore, Maryland",0,1,1,A man was shot during an unsanctioned party on the Morgan State University campus.[610]
10/24/2022,"St. Louis, Missouri",3,7,10,"2022 Central Visual and Performing Arts High School shooting: A 19-year-old man armed with a semi-automatic rifle entered the Central Visual and Performing Arts High School just after 9 am and opened fire. At least two people were killed, and seven others were injured. The shooter was killed in an exchange of gunfire with police.[611]"
11/4/2022,"West Hartford, Connecticut",0,1,1,An individual was shot in a parking lot on the University of Saint Joseph campus. The suspected shooter is also accused of causing a car accident and shooting at the driver.[612]
11/8/2022,"Seattle, Washington",1,0,1,A student of Ingraham High School was shot inside the school. Another student was arrested for the shooting.[613]
11/12/2022,"Orlando, Florida",1,2,3,Three people were shot in the parking lot of Jones High School during a football game. A 19-year-old was killed.[614]
11/13/2022,"Charlottesville, Virginia",3,2,5,"University of Virginia shooting: A student at the University of Virginia shot several students, killing three. The suspected gunman is a former member of the university's football team, and several of the victims were current members of the team.[615]"
11/17/2022,"Clinton, Indiana",0,1,1,"A sheriff's deputy teaching a vocational law enforcement class accidentally discharged his weapon, grazing a student.[616]"
11/19/2022,"Albuquerque, New Mexico",1,1,2,"A student at the University of New Mexico (UNM) lured visiting New Mexico State University basketball power forward Mike Peake on campus and shot him. Peake then returned fire, killing the UNM student.[617]"
11/27/2022,"Tallahassee, Florida",1,4,5,One person was killed and four others were injured when a shooter opened fire in the outdoor basketball court of Florida A&M University.[618]
12/8/2022,"Fuquay-Varina, North Carolina",0,0,0,"A 12-year-old student at Fuquay-Varina Middle School fired a gun at a window in a classroom where several students were present. Shortly after, a teacher who heard the shot entered the room and convinced the student to give her the firearm.[619]"
12/16/2022,"Chicago, Illinois",2,2,4,"Four students were shot, two fatally, as students left Benito Juarez High School. In February 2023 a 16-year-old boy was arrested for the shooting.[620]"
1/4/2023,"Detroit, Michigan",1,0,1,A man was shot to death in front of Trix Academy. At least 20 rounds were fired at him.[621]
1/5/2023,"Rochester, New York",0,0,0,A man got out of a car and approached Franklin High School and fired several shots at three students who were walking into the building. No one was injured.[622]
1/6/2023,"Newport News, Virginia",0,1,1,"Shooting of Abby Zwerner: A 6-year-old male student at Richneck Elementary School shot teacher Abby Zwerner, wounding her.[623]"
1/7/2023,"Portland, Oregon",0,1,1,"A teenager was grazed by a bullet in the parking lot of Franklin High School during a basketball game. A teenager was arrested nearby for possession of an unlawful gun, though they did not say if he was the shooter.[624]"
1/10/2023,"Stanford, Kentucky",0,1,1,"A maintenance worker at Stanford Elementary School accidentally shot himself while working at around 11 p.m. The worker did not notify anyone of the shooting, which was discovered the next day after a trail of blood was found in a staff break room. He was charged with unlawful possession of a weapon on school property.[625]"
1/23/2023,"Des Moines, Iowa",2,1,3,Two students were killed and the program director was wounded after a shooting at a charter school. Multiple suspects were arrested in connection with the shooting.[626]
2/6/2023,"Middletown, Delaware",0,0,0,A gun was fired during a fight near a basketball game at Appoquinimink High School. No injuries were reported.[627]
2/13/2023,"East Lansing, Michigan",4,5,9,"2023 Michigan State University shooting: A man shot several people on the Michigan State University campus, killing three and wounding five before killing himself after being confronted by police. The man was not associated with the university.[628]"
2/13/2023,"New York City, New York",0,0,0,"Bullets struck two windows of classrooms at PS 78 in the Stapleton neighborhood of Staten Island. One classroom was occupied by ten adults, but no bullets entered the classrooms.[629]"
2/14/2023,"Pittsburgh, Pennsylvania",0,4,4,Four students were shot outside Westinghouse Academy as students were dismissed for the day.[630]
2/24/2023,"Daytona Beach, Florida",0,0,0,A man fired a shot inside a room at Bethune–Cookman University. The suspected shooter attempted to leave but was apprehended after falling down some stairs. Police found a wall in the suspect's room that had multiple bullet holes from over a period of time.[631]
3/3/2023,"Orangeburg, South Carolina",0,1,1,A student at South Carolina State University was shot on campus.[632]
3/11/2023,"Waterville, Maine",0,1,1,"During a party on the Colby College campus, an altercation broke out and a man not affiliated with the college fired two rounds into a hallway wall. No one was hit by gunfire, though the suspected shooter was treated for head injuries sustained during the fight.[633]"
3/20/2023,"Arlington, Texas",1,1,2,"In the parking lot of Arlington Lamar High School, two students were shot, one fatally and a teen who was not a student was arrested for the shooting.[634][635]"
3/22/2023,"Dallas, Texas",0,1,1,"As classes let out for the day, a student was injured at the parking lot of Thomas Jefferson High School in a drive-by-shooting.[636]"
